source,n_false,n_total,false_ind,false_ind_smoothed
Kathleen Clyde,0,3,0.0,0.29406055034478956
Shaun  Donovan,0,2,0.0,0.3291109834139506
Cory Mason,2,2,1.0,0.5675002065046645
Ted Jackson,0,1,0.0,0.373647786137378
Stephen Laffey,1,1,1.0,0.5089723573851558
Wayne DeAngelo,0,1,0.0,0.373647786137378
Gary Chiusano,1,1,1.0,0.5089723573851558
Silvestre Reyes,1,4,0.25,0.3620070221868109
Glenford Shibley,0,1,0.0,0.373647786137378
Pat Stevens,1,1,1.0,0.5089723573851558
Charlotte Nash,1,5,0.2,0.33022313872755077
Christine Sinicki,1,1,1.0,0.5089723573851558
Beatrice Lanzi,0,1,0.0,0.373647786137378
"Red, White and Blue Fund",1,2,0.5,0.4483055949593076
John Axford,0,1,0.0,0.373647786137378
Campaign for Primary Accountability,1,1,1.0,0.5089723573851558
Ken Allen,1,1,1.0,0.5089723573851558
Paige Kreegel,1,1,1.0,0.5089723573851558
Denise Grimsley,0,1,0.0,0.373647786137378
Carol Hunstein,0,1,0.0,0.373647786137378
Janet Howell,0,1,0.0,0.373647786137378
Kathleen Vinehout,2,4,0.5,0.45825673861108385
David Silverman,1,1,1.0,0.5089723573851558
Alissa  Keny-Guyer,0,1,0.0,0.373647786137378
Maria Sachs,1,2,0.5,0.4483055949593076
Alan Bates,0,1,0.0,0.373647786137378
Frank Niceley,1,1,1.0,0.5089723573851558
Bill Proctor,0,1,0.0,0.373647786137378
New Jersey Senate Democrats,0,1,0.0,0.373647786137378
Bruce Starr,1,2,0.5,0.4483055949593076
Jan Jones,0,1,0.0,0.373647786137378
Richard Morrison,0,1,0.0,0.373647786137378
Winning Our Future,4,8,0.5,0.4698604364069958
Myra Crownover,1,1,1.0,0.5089723573851558
Chris Thomas,0,1,0.0,0.373647786137378
Nicholas Kettle,1,1,1.0,0.5089723573851558
Doug Thomas,0,1,0.0,0.373647786137378
Lawrence O'Donnell,4,8,0.5,0.4698604364069958
Patrick Johnston,1,1,1.0,0.5089723573851558
Glee,1,1,1.0,0.5089723573851558
Richard Licht,0,2,0.0,0.3291109834139506
Ben Cannon,0,1,0.0,0.373647786137378
Jack Lew,1,1,1.0,0.5089723573851558
Republican Party of Georgia,3,4,0.75,0.5545064550353569
Barth Bracy,1,2,0.5,0.4483055949593076
Kevin Cameron,0,1,0.0,0.373647786137378
Nickie Antonio,1,1,1.0,0.5089723573851558
George Barker,1,2,0.5,0.4483055949593076
Presente.org,1,2,0.5,0.4483055949593076
Marc Schare,0,1,0.0,0.373647786137378
Gerald McCormick,1,1,1.0,0.5089723573851558
Committee for Our Children's Future,0,3,0.0,0.29406055034478956
Kitty Boitnott,1,3,0.3333333333333333,0.4005608947136531
Oregon Environmental Council-Oregon Business Association,0,1,0.0,0.373647786137378
Cecilia Muñoz,0,1,0.0,0.373647786137378
Pete Hoekstra,1,1,1.0,0.5089723573851558
Brian Kemp,1,4,0.25,0.3620070221868109
Jim Whelan,0,3,0.0,0.29406055034478956
Armond Budish,1,8,0.125,0.26137712539180097
Joseph Trillo,1,2,0.5,0.4483055949593076
Joe Pennacchio,0,1,0.0,0.373647786137378
David Englin,1,1,1.0,0.5089723573851558
Casey Cagle,1,4,0.25,0.3620070221868109
Penny Bernard Schaber,1,1,1.0,0.5089723573851558
James Stegmaier,0,1,0.0,0.373647786137378
Stephen Fincher,1,1,1.0,0.5089723573851558
Travis Rowley,2,3,0.6666666666666666,0.5070612390825165
True The Vote,1,1,1.0,0.5089723573851558
Chris  Bollwage,1,1,1.0,0.5089723573851558
No Casinos,0,3,0.0,0.29406055034478956
Mitch Daniels,4,4,1.0,0.6507561714596298
Donald McEachin,1,2,0.5,0.4483055949593076
"Eddie Lucio, Jr.",0,3,0.0,0.29406055034478956
Robert Hagan,0,3,0.0,0.29406055034478956
Richard Codey,0,3,0.0,0.29406055034478956
Frank Lasee,1,1,1.0,0.5089723573851558
Efrain De La Fuente,0,1,0.0,0.373647786137378
Rob Cornilles,3,9,0.3333333333333333,0.37435070772606066
Stephanie DeSilva,0,1,0.0,0.373647786137378
Judy Manning,1,1,1.0,0.5089723573851558
Corn Commentary,1,1,1.0,0.5089723573851558
Karen Harrington,1,2,0.5,0.4483055949593076
Georgia Democrats,0,1,0.0,0.373647786137378
David Sciarra,1,2,0.5,0.4483055949593076
Angel Taveras,3,7,0.42857142857142855,0.43026717445225005
Kriner Cash,0,1,0.0,0.373647786137378
Ellyn Bogdanoff,2,3,0.6666666666666666,0.5070612390825165
Frank Pallone,1,1,1.0,0.5089723573851558
Einer Elhauge,0,1,0.0,0.373647786137378
Reed Gusciora,0,1,0.0,0.373647786137378
Jon Huntsman,7,18,0.3888888888888889,0.4002159359377204
Ronald Rice,1,1,1.0,0.5089723573851558
Nina Turner,1,4,0.25,0.3620070221868109
Thomas Sgouros Jr.,1,1,1.0,0.5089723573851558
Matt  Wingard,1,2,0.5,0.4483055949593076
Declan O'Scanlon,0,1,0.0,0.373647786137378
Buddy Carter,0,1,0.0,0.373647786137378
Judy  Shiprack and Diane McKeel,0,1,0.0,0.373647786137378
Kyleen Wright,1,1,1.0,0.5089723573851558
Anne Nolan,1,2,0.5,0.4483055949593076
Make Us Great Again,0,1,0.0,0.373647786137378
Richard Franklin III,1,1,1.0,0.5089723573851558
Steve Southerland,3,6,0.5,0.4649951519983509
Theresa Price,1,1,1.0,0.5089723573851558
Oregon Department of Fish and Wildlife,0,1,0.0,0.373647786137378
Florida Chamber of Commerce,2,6,0.3333333333333333,0.38428256315094195
Boyd Richie,4,5,0.8,0.5936203783771586
Julia Sass Rubin,0,1,0.0,0.373647786137378
Marisha Agana,1,1,1.0,0.5089723573851558
Pat Roberts,2,3,0.6666666666666666,0.5070612390825165
Curtis Foltz,0,1,0.0,0.373647786137378
David Brooks,0,4,0.0,0.2657573057625379
Republican Party of Texas,5,10,0.5,0.4735383160619564
City of Atlanta,2,4,0.5,0.45825673861108385
Jay Webber,0,1,0.0,0.373647786137378
Ohio Right to Life,0,1,0.0,0.373647786137378
Jon Stewart,3,7,0.42857142857142855,0.43026717445225005
Bear Education and Resource Group,1,1,1.0,0.5089723573851558
Chris Bowers,1,1,1.0,0.5089723573851558
Joshua Marquis,0,1,0.0,0.373647786137378
Thomas Brown,0,1,0.0,0.373647786137378
Alan Simpson,0,1,0.0,0.373647786137378
Oregon Transformation Project,1,1,1.0,0.5089723573851558
David Frum,0,2,0.0,0.3291109834139506
Herman Cain,18,26,0.6923076923076923,0.6409803368922798
Media Trackers,1,1,1.0,0.5089723573851558
Lisa Baldelli-Hunt,1,1,1.0,0.5089723573851558
Eric Gray,0,1,0.0,0.373647786137378
Wisconsin Education Association Council,1,1,1.0,0.5089723573851558
Stacey Evans,0,1,0.0,0.373647786137378
New Jersey Tea Party,0,1,0.0,0.373647786137378
National Taxpayers Union,1,2,0.5,0.4483055949593076
D.A. King,0,1,0.0,0.373647786137378
Donna Seidel,1,2,0.5,0.4483055949593076
Maurice Thompson,1,1,1.0,0.5089723573851558
DeKalb County,1,2,0.5,0.4483055949593076
Tom  Hughes,0,1,0.0,0.373647786137378
John  Stemberger,2,2,1.0,0.5675002065046645
Kurt Schuller,1,1,1.0,0.5089723573851558
Philip Keefe,1,1,1.0,0.5089723573851558
Public Notice,0,1,0.0,0.373647786137378
David Mellon,1,1,1.0,0.5089723573851558
John Birch Society,0,1,0.0,0.373647786137378
Kathleen Connell,1,1,1.0,0.5089723573851558
State Tea Party Express,0,1,0.0,0.373647786137378
Frank Ortis,1,1,1.0,0.5089723573851558
Rainbow/PUSH Coalition,0,1,0.0,0.373647786137378
Rod Smith,1,3,0.3333333333333333,0.4005608947136531
18% of the American public,1,2,0.5,0.4483055949593076
Wisconsin Anti-Violence Effort Educational Fund,0,1,0.0,0.373647786137378
Carl Lewis,1,1,1.0,0.5089723573851558
John Klenke,1,1,1.0,0.5089723573851558
Paul Valletta,1,1,1.0,0.5089723573851558
Alan Hays,3,4,0.75,0.5545064550353569
Wisconsin Association for Justice,1,1,1.0,0.5089723573851558
Building a Better Ohio,1,3,0.3333333333333333,0.4005608947136531
H204TEXAS PAC,0,1,0.0,0.373647786137378
Joseph Chiusolo,0,1,0.0,0.373647786137378
Ann  Lininger,1,1,1.0,0.5089723573851558
John Lee,1,2,0.5,0.4483055949593076
Americans for Prosperity: New Jersey,1,1,1.0,0.5089723573851558
E. Gordon Gee,0,1,0.0,0.373647786137378
Jim McGreevey,0,1,0.0,0.373647786137378
Helen Glover,2,3,0.6666666666666666,0.5070612390825165
Jim Waldman,1,1,1.0,0.5089723573851558
Leon Panetta,0,1,0.0,0.373647786137378
Occupy Providence,1,1,1.0,0.5089723573851558
Iowans for Some Semblance of Christian Decency,1,1,1.0,0.5089723573851558
Brett Hulsey,4,5,0.8,0.5936203783771586
George Nee,2,3,0.6666666666666666,0.5070612390825165
Anita Perry,0,2,0.0,0.3291109834139506
Frank Brogan,0,1,0.0,0.373647786137378
Phil Kent,1,1,1.0,0.5089723573851558
Matt Gaetz,1,2,0.5,0.4483055949593076
Mark Miller,2,3,0.6666666666666666,0.5070612390825165
Dave Yost,1,3,0.3333333333333333,0.4005608947136531
John Driscoll,1,1,1.0,0.5089723573851558
Fred Karger,1,1,1.0,0.5089723573851558
Mike  Fasano,0,2,0.0,0.3291109834139506
Joe Pitts,0,1,0.0,0.373647786137378
Occupy Wall Street,0,1,0.0,0.373647786137378
Burnt Orange Report,1,1,1.0,0.5089723573851558
David Quiroa,0,1,0.0,0.373647786137378
Robert Kraig,0,1,0.0,0.373647786137378
Ward Armstrong,4,6,0.6666666666666666,0.5457077408457598
Edd Houck,1,1,1.0,0.5089723573851558
Alliance for America's Future,0,1,0.0,0.373647786137378
Jose Rodriguez,1,1,1.0,0.5089723573851558
Occupied Wall Street Journal,0,1,0.0,0.373647786137378
Eva Galambos,1,1,1.0,0.5089723573851558
Jorge Elorza,2,5,0.4,0.4180222186107534
Matthew Rothschild,0,1,0.0,0.373647786137378
We Are Ohio,2,3,0.6666666666666666,0.5070612390825165
Libertarian National Committee,0,2,0.0,0.3291109834139506
Nick Tsiongas,0,1,0.0,0.373647786137378
Ruben Navarrette Jr.,0,1,0.0,0.373647786137378
Brian Newberry,0,1,0.0,0.373647786137378
Beverly Hall,3,3,1.0,0.6135615834513801
Critics of water fluoridation,1,1,1.0,0.5089723573851558
John  Fleming,1,2,0.5,0.4483055949593076
Bill O'Reilly,9,19,0.47368421052631576,0.4632252578915944
Haley Barbour,2,2,1.0,0.5675002065046645
EMILY's List,1,5,0.2,0.33022313872755077
Mike  McCabe,1,1,1.0,0.5089723573851558
Save America's Postal Service,0,1,0.0,0.373647786137378
John Sherman,1,1,1.0,0.5089723573851558
Democratic Governors Association,3,4,0.75,0.5545064550353569
Keep Conservatives United,2,2,1.0,0.5675002065046645
Rhode Island Retirement Security Coalition,1,1,1.0,0.5089723573851558
Carla Smith,0,1,0.0,0.373647786137378
Brent Barton,1,1,1.0,0.5089723573851558
Raymond Lesniak,0,2,0.0,0.3291109834139506
Barbara  Boxer,3,9,0.3333333333333333,0.37435070772606066
Michael Skindell,0,1,0.0,0.373647786137378
Brad Avakian,1,2,0.5,0.4483055949593076
Chris  McCalla,1,1,1.0,0.5089723573851558
New Jersey Sierra Club,0,2,0.0,0.3291109834139506
Hetty Rosenstein,0,1,0.0,0.373647786137378
Ted Piccolo,1,1,1.0,0.5089723573851558
Save Our Springs Alliance,0,1,0.0,0.373647786137378
David Scott,0,3,0.0,0.29406055034478956
Jersey Central Power & Light,0,1,0.0,0.373647786137378
Valerie Vainieri Huttle,1,1,1.0,0.5089723573851558
Matt Wand,2,2,1.0,0.5675002065046645
Donna Shalala,1,1,1.0,0.5089723573851558
Tom Kean,0,2,0.0,0.3291109834139506
Daniel McKee,0,3,0.0,0.29406055034478956
Debra Medina,1,6,0.16666666666666666,0.3035699743035331
Yolanda Adrean,0,1,0.0,0.373647786137378
Chip Rogers,1,4,0.25,0.3620070221868109
Vincent Barrella,0,1,0.0,0.373647786137378
Richard Tomlins,1,1,1.0,0.5089723573851558
New Jersey Education Association,0,3,0.0,0.29406055034478956
Maureen Dowd,0,1,0.0,0.373647786137378
Sovereign Citizens United,1,1,1.0,0.5089723573851558
Ed Schultz,6,11,0.5454545454545454,0.5038127584117463
James Parisi,0,1,0.0,0.373647786137378
People for the Ethical Treatment of Animals,0,2,0.0,0.3291109834139506
Kevin Coughlin,1,1,1.0,0.5089723573851558
Bob Casey,1,1,1.0,0.5089723573851558
Jim Petro,0,1,0.0,0.373647786137378
Scott Randolph,1,2,0.5,0.4483055949593076
Joseph Cryan,2,3,0.6666666666666666,0.5070612390825165
Margaret Carlson,0,1,0.0,0.373647786137378
Kevin O'Toole,1,1,1.0,0.5089723573851558
Joseph Andriole,0,1,0.0,0.373647786137378
Regina Benjamin,0,1,0.0,0.373647786137378
Donna Brazile,1,13,0.07692307692307693,0.19397589671722132
Jonathan Steitz,1,1,1.0,0.5089723573851558
Thaddeus McCotter,0,1,0.0,0.373647786137378
Michael Schrunk,0,1,0.0,0.373647786137378
Albert Papp Jr.,0,1,0.0,0.373647786137378
Florida voter,1,2,0.5,0.4483055949593076
David Pennington,1,2,0.5,0.4483055949593076
Bob  Ryan,0,1,0.0,0.373647786137378
Gary Schaer,0,1,0.0,0.373647786137378
Martin Frost,1,1,1.0,0.5089723573851558
Warren Buffett,0,1,0.0,0.373647786137378
Sandra Cunningham,1,1,1.0,0.5089723573851558
Stephen Lisauskas,1,1,1.0,0.5089723573851558
NJ-CAN,0,1,0.0,0.373647786137378
Tim Pawlenty,6,17,0.35294117647058826,0.37457278630313307
Robert Barber,1,1,1.0,0.5089723573851558
Nicholas Scutari,0,1,0.0,0.373647786137378
Kim Simac,1,2,0.5,0.4483055949593076
Ken Plum,1,2,0.5,0.4483055949593076
Bob Wirch,1,2,0.5,0.4483055949593076
Tim Grendell,1,2,0.5,0.4483055949593076
Jack  Conners,0,1,0.0,0.373647786137378
Alison Littell McHose,1,1,1.0,0.5089723573851558
Wisconsin Sierra Club,1,1,1.0,0.5089723573851558
Alberto  Carvalho,0,1,0.0,0.373647786137378
Buddy Roemer,0,1,0.0,0.373647786137378
Nancy Nusbaum,1,1,1.0,0.5089723573851558
Raul Labrador,1,2,0.5,0.4483055949593076
Peggy Lehner,0,1,0.0,0.373647786137378
Elaine Boyer,0,2,0.0,0.3291109834139506
Ash Williams,1,1,1.0,0.5089723573851558
Progressive Change Campaign Committee and Democracy for America,0,1,0.0,0.373647786137378
Alliance for Retired Americans,1,1,1.0,0.5089723573851558
Ken Langone,1,1,1.0,0.5089723573851558
La Raza,0,1,0.0,0.373647786137378
Joshua Henne,1,1,1.0,0.5089723573851558
Steven Goldstein,0,1,0.0,0.373647786137378
Judson Phillips,0,1,0.0,0.373647786137378
Republican Party of Wisconsin,6,10,0.6,0.5345524651821232
Michael Burgess,2,2,1.0,0.5675002065046645
Sheila Harsdorf,1,1,1.0,0.5089723573851558
Cliff Stearns,0,4,0.0,0.2657573057625379
Jessica King,1,1,1.0,0.5089723573851558
Arianna Huffington,0,5,0.0,0.24242405884434814
Jennifer  Shilling,2,2,1.0,0.5675002065046645
Federal Transit Administration,1,1,1.0,0.5089723573851558
Wisconsin Family Action,0,1,0.0,0.373647786137378
Victoria Jackson,1,1,1.0,0.5089723573851558
Jack Bogdanski,0,1,0.0,0.373647786137378
Randy Hopper,1,1,1.0,0.5089723573851558
Mike Males,0,1,0.0,0.373647786137378
Dominick Marino,0,1,0.0,0.373647786137378
AFL-CIO,1,4,0.25,0.3620070221868109
Ocean State Policy Research Institute,3,3,1.0,0.6135615834513801
Mike Bodker,0,1,0.0,0.373647786137378
Ann Marie  Buerkle,1,2,0.5,0.4483055949593076
Craig Miller,1,1,1.0,0.5089723573851558
Marc Morial,0,3,0.0,0.29406055034478956
Jack Murphy,0,1,0.0,0.373647786137378
Josh Treviño,0,1,0.0,0.373647786137378
Scott Rigell,4,5,0.8,0.5936203783771586
Shirley Franklin,1,2,0.5,0.4483055949593076
Eddie Rodriguez,1,3,0.3333333333333333,0.4005608947136531
Shelly Moore,1,1,1.0,0.5089723573851558
Oregon Education Association,0,1,0.0,0.373647786137378
Mike Haridopolos,3,6,0.5,0.4649951519983509
Ralph Long,1,1,1.0,0.5089723573851558
Timothy Geithner,0,2,0.0,0.3291109834139506
Steve Oroho,1,2,0.5,0.4483055949593076
Herb Conaway Jr.,0,1,0.0,0.373647786137378
Bill  Kristol,1,4,0.25,0.3620070221868109
Lisa Hamler-Fugitt,0,1,0.0,0.373647786137378
Steve Case,0,1,0.0,0.373647786137378
Better Austin Today Political Action Committee,2,2,1.0,0.5675002065046645
United for a Fair Economy,0,1,0.0,0.373647786137378
Charles Perry,1,1,1.0,0.5089723573851558
Friends of Plum Beach Lighthouse,1,1,1.0,0.5089723573851558
Richard Swett,0,1,0.0,0.373647786137378
Renewable Fuels Association,1,1,1.0,0.5089723573851558
Robert Brown,2,3,0.6666666666666666,0.5070612390825165
Dan Kapanke,2,2,1.0,0.5675002065046645
Yard sign,0,1,0.0,0.373647786137378
Samuel DeMaio,1,1,1.0,0.5089723573851558
Women On the Wall,0,1,0.0,0.373647786137378
Al Roker,1,1,1.0,0.5089723573851558
Charles Odimgbe,0,1,0.0,0.373647786137378
Piers Morgan,1,1,1.0,0.5089723573851558
Republican Party of Virginia,3,4,0.75,0.5545064550353569
Paul Doughty,0,1,0.0,0.373647786137378
Roxanne Ross,1,1,1.0,0.5089723573851558
Common Sense Now,0,1,0.0,0.373647786137378
Kim Guadagno,2,3,0.6666666666666666,0.5070612390825165
Ron Amstutz,0,2,0.0,0.3291109834139506
Nina Perales,0,1,0.0,0.373647786137378
The Accountability Project,0,1,0.0,0.373647786137378
Turn Right USA,1,1,1.0,0.5089723573851558
Judith  Zaffirini,0,1,0.0,0.373647786137378
Chris Widener,1,1,1.0,0.5089723573851558
Diane Allen,1,1,1.0,0.5089723573851558
Michael Cutler,0,1,0.0,0.373647786137378
David Simpson,0,1,0.0,0.373647786137378
Ray Lewis,1,1,1.0,0.5089723573851558
Ted Ferrioli,0,1,0.0,0.373647786137378
New Jersey Assembly Democrats,0,1,0.0,0.373647786137378
Steve Loomis,0,1,0.0,0.373647786137378
Wisconsin Humane Society,0,1,0.0,0.373647786137378
Michelle Litjens,0,1,0.0,0.373647786137378
Kathie Tovo,1,3,0.3333333333333333,0.4005608947136531
Roberto DaSilva,1,2,0.5,0.4483055949593076
Randi Shade,0,3,0.0,0.29406055034478956
Peter Pantuso,0,1,0.0,0.373647786137378
Kevin Bloye,1,1,1.0,0.5089723573851558
Doug Otto,1,1,1.0,0.5089723573851558
Anonymous GOP critics,1,1,1.0,0.5089723573851558
Brian Deese,0,1,0.0,0.373647786137378
Ian Lang,0,1,0.0,0.373647786137378
Elijah Cummings,0,2,0.0,0.3291109834139506
Janice Hahn,0,2,0.0,0.3291109834139506
Waco Tea Party,0,1,0.0,0.373647786137378
Wisconsin Professional Police Association,1,2,0.5,0.4483055949593076
Marjorie Dannenfelser,1,1,1.0,0.5089723573851558
Austan Goolsbee,1,4,0.25,0.3620070221868109
Bob Graham,1,2,0.5,0.4483055949593076
Fred Risser,1,1,1.0,0.5089723573851558
Don Zimmerman,2,2,1.0,0.5675002065046645
John Tassoni Jr.,1,1,1.0,0.5089723573851558
Kathleen Passidomo,0,1,0.0,0.373647786137378
Michael Rosen,1,1,1.0,0.5089723573851558
Texas House Democratic Caucus,0,1,0.0,0.373647786137378
Steve Moore,2,3,0.6666666666666666,0.5070612390825165
Anti-Defamation League,0,1,0.0,0.373647786137378
Rob Eissler,1,1,1.0,0.5089723573851558
E.J. Finocchio,1,1,1.0,0.5089723573851558
Todd Staples,2,11,0.18181818181818182,0.2737907585326229
Wisconsin Corn Growers Association,0,1,0.0,0.373647786137378
Texas Public Policy Foundation,0,1,0.0,0.373647786137378
Sergio Marchionne,0,1,0.0,0.373647786137378
Jeff Brandes,0,3,0.0,0.29406055034478956
Scott Fitzgerald,3,4,0.75,0.5545064550353569
The Agenda Project,1,2,0.5,0.4483055949593076
Evan Longoria,1,1,1.0,0.5089723573851558
AmeriPAC,2,3,0.6666666666666666,0.5070612390825165
Amy Hanauer,0,1,0.0,0.373647786137378
Kurt Browning,1,1,1.0,0.5089723573851558
Rich Zipperer,1,1,1.0,0.5089723573851558
Michael McAuliff,0,1,0.0,0.373647786137378
Michael Williams,0,1,0.0,0.373647786137378
Rhode Island ACLU,0,1,0.0,0.373647786137378
Rodney Ellis,0,2,0.0,0.3291109834139506
Terry Moulton,1,1,1.0,0.5089723573851558
Jay Goyal,1,1,1.0,0.5089723573851558
American Beverage Association,0,1,0.0,0.373647786137378
Steve Oelrich,0,1,0.0,0.373647786137378
Laura Ingraham,7,8,0.875,0.6783437474221907
John Whitmire,0,1,0.0,0.373647786137378
Steve Ogden,0,2,0.0,0.3291109834139506
Leo Berman,3,3,1.0,0.6135615834513801
Matt Lundy,0,2,0.0,0.3291109834139506
Doris Kearns Goodwin,1,1,1.0,0.5089723573851558
Tom Petri,1,1,1.0,0.5089723573851558
Robert Watson,1,1,1.0,0.5089723573851558
Rick Hardcastle,1,1,1.0,0.5089723573851558
Mike Bennett,1,1,1.0,0.5089723573851558
Herb Kohl,1,2,0.5,0.4483055949593076
Jim Durrett,0,1,0.0,0.373647786137378
David Wu,0,1,0.0,0.373647786137378
Stephen Ucci,1,1,1.0,0.5089723573851558
Joe Gibbons,1,1,1.0,0.5089723573851558
Ed Garvey,2,2,1.0,0.5675002065046645
David Stockman,0,1,0.0,0.373647786137378
Dick Armey,2,3,0.6666666666666666,0.5070612390825165
John Thrasher,4,5,0.8,0.5936203783771586
Donald Trump,31,41,0.7560975609756098,0.7124156732902872
J.D. Alexander,2,5,0.4,0.4180222186107534
Dan Boren,0,1,0.0,0.373647786137378
Max Nofziger,0,1,0.0,0.373647786137378
Troy Fraser,1,1,1.0,0.5089723573851558
Chris Dorworth,0,1,0.0,0.373647786137378
JoAnne Kloppenburg,3,3,1.0,0.6135615834513801
Victoria Taft,3,3,1.0,0.6135615834513801
Texans for Economic Development,0,1,0.0,0.373647786137378
Richard Corcoran,1,2,0.5,0.4483055949593076
Gordon Robertson,1,1,1.0,0.5089723573851558
Cheryl Grossman,1,1,1.0,0.5089723573851558
Allie McCullen,1,1,1.0,0.5089723573851558
Miguel Diaz de la Portilla,1,1,1.0,0.5089723573851558
Eric Eisnaugle,1,1,1.0,0.5089723573851558
Stephen Wise,1,2,0.5,0.4483055949593076
Colleen Conley,0,1,0.0,0.373647786137378
Kathleen Angelucci,1,1,1.0,0.5089723573851558
Ronald Renuart,1,1,1.0,0.5089723573851558
Jean Schmidt,1,1,1.0,0.5089723573851558
Michael Reese,0,1,0.0,0.373647786137378
Peter Nehr,0,1,0.0,0.373647786137378
Geraldine Thompson,0,1,0.0,0.373647786137378
Chris  Hayes,0,1,0.0,0.373647786137378
Joe Walsh,1,1,1.0,0.5089723573851558
Mike Ford,1,1,1.0,0.5089723573851558
Jim Keffer,0,1,0.0,0.373647786137378
George Turner,0,1,0.0,0.373647786137378
Kathy  Nickolaus,1,1,1.0,0.5089723573851558
Bill Fischer,1,1,1.0,0.5089723573851558
Jeff Cogen,0,1,0.0,0.373647786137378
Brian Kilmeade,2,2,1.0,0.5675002065046645
Texas Department of Transportation,1,1,1.0,0.5089723573851558
Chris Van Hollen,0,4,0.0,0.2657573057625379
Online petition,0,1,0.0,0.373647786137378
Campaign for America's Future,1,1,1.0,0.5089723573851558
Mike Pence,8,14,0.5714285714285714,0.5277740299596251
Florida Education Association,2,2,1.0,0.5675002065046645
Mark Hass,1,3,0.3333333333333333,0.4005608947136531
David Pepper,0,1,0.0,0.373647786137378
Meria Carstarphen,1,2,0.5,0.4483055949593076
Charlie Sykes,3,3,1.0,0.6135615834513801
Michael  Denbrow,1,1,1.0,0.5089723573851558
Jon Kyl,2,10,0.2,0.29049586870145594
Broward County Medical Association,0,1,0.0,0.373647786137378
Debbie Stabenow,0,1,0.0,0.373647786137378
James Roosevelt,0,1,0.0,0.373647786137378
Charles Rangel,1,2,0.5,0.4483055949593076
Sally Bethea,0,1,0.0,0.373647786137378
Jimmie Don Aycock,1,1,1.0,0.5089723573851558
James Cenerini,0,1,0.0,0.373647786137378
Jason Haas,1,1,1.0,0.5089723573851558
Rob Bovett,0,1,0.0,0.373647786137378
Sylvester Turner,0,1,0.0,0.373647786137378
Jeff Stone,1,4,0.25,0.3620070221868109
Citizens for a Strong America,1,1,1.0,0.5089723573851558
John Buss,0,1,0.0,0.373647786137378
Americans United for Change,5,9,0.5555555555555556,0.5043082551438335
David Prosser,1,1,1.0,0.5089723573851558
Free Market Florida,0,1,0.0,0.373647786137378
Babur Lateef,0,1,0.0,0.373647786137378
Calvine Rollins,1,1,1.0,0.5089723573851558
Larry Ahern,1,1,1.0,0.5089723573851558
Young Americans for Liberty,0,1,0.0,0.373647786137378
Joel Keehn,0,1,0.0,0.373647786137378
Jon Brien,1,1,1.0,0.5089723573851558
Wayne Christian,0,1,0.0,0.373647786137378
Kim Thatcher,0,1,0.0,0.373647786137378
WorldNetDaily,2,2,1.0,0.5675002065046645
Glenn Beck,18,29,0.6206896551724138,0.5866440690935519
Robin Wright,0,1,0.0,0.373647786137378
Organizing for America,1,3,0.3333333333333333,0.4005608947136531
Tobias Read,0,1,0.0,0.373647786137378
Richard  Ferruccio,1,1,1.0,0.5089723573851558
Marla  Stephens,0,1,0.0,0.373647786137378
Charles Reed,1,1,1.0,0.5089723573851558
Anne Hathaway,0,1,0.0,0.373647786137378
National Federation of Independent Business-Florida,0,1,0.0,0.373647786137378
Milwaukee Police Association,1,1,1.0,0.5089723573851558
Georgia state senators,1,1,1.0,0.5089723573851558
Andy Gardiner,1,1,1.0,0.5089723573851558
Ohio Coal Association,0,1,0.0,0.373647786137378
Fred Upton,1,1,1.0,0.5089723573851558
Alan Powell,0,1,0.0,0.373647786137378
Patti Doyle,0,1,0.0,0.373647786137378
Glenn Hegar,1,3,0.3333333333333333,0.4005608947136531
Larry Gause,1,1,1.0,0.5089723573851558
Thad Altman,1,1,1.0,0.5089723573851558
Rose Ferlita,1,1,1.0,0.5089723573851558
Carol Alvarado,0,1,0.0,0.373647786137378
Direct Action for Rights & Equality,1,1,1.0,0.5089723573851558
Virginia Lottery,0,1,0.0,0.373647786137378
Loren Collins,0,1,0.0,0.373647786137378
Mike Huebsch,2,2,1.0,0.5675002065046645
Andy Brown,1,2,0.5,0.4483055949593076
Anthony Weiner,2,4,0.5,0.45825673861108385
Georgia Association of Latino Elected Officials,0,1,0.0,0.373647786137378
Scott McCown,0,1,0.0,0.373647786137378
Kenneth McKay,1,1,1.0,0.5089723573851558
Phyllis Schlafly,1,1,1.0,0.5089723573851558
Burrell Ellis,0,1,0.0,0.373647786137378
Betty McCollum,0,1,0.0,0.373647786137378
Matt Miller,0,2,0.0,0.3291109834139506
Brian Moran,1,2,0.5,0.4483055949593076
Jay Hottinger,2,3,0.6666666666666666,0.5070612390825165
Liberal Blogger,0,1,0.0,0.373647786137378
Chuck Norris,1,1,1.0,0.5089723573851558
Don Balfour,0,3,0.0,0.29406055034478956
Christopher Peace,1,1,1.0,0.5089723573851558
Eric Bolling,1,3,0.3333333333333333,0.4005608947136531
Bill Posey,0,2,0.0,0.3291109834139506
David Raynor,0,1,0.0,0.373647786137378
Florida Department of Corrections worker,0,1,0.0,0.373647786137378
Virginia Senate Democratic Caucus,0,1,0.0,0.373647786137378
Phil King,1,1,1.0,0.5089723573851558
Distilled Spirits Council of the United States,0,1,0.0,0.373647786137378
Tom Scott,1,1,1.0,0.5089723573851558
Dan Flynn,1,1,1.0,0.5089723573851558
